text,label
"Nisu ostavili vremena konkretnom zapletom , nisu ostavili vremena za karakterizaciju likova , da likovi postanu realne osobe , ljudi koje bi u pravom životu voljeli sresti nego sve nekako bum , tres , s neba pa u rebra .",0
Redatelj : Noah Hawley,1
"” Exists ” je onaj tipični slasher horor , a za onog ko ne zna šta to znači , pokušat ću mu objasniti u primjeru .",1
"Ako ste u potrazi za zabavnim superheroj filmom , onda ovo definitivno odgovara vašim potrebama .",2
Tim istraživača odlazi daleko u svemir kako bi pronašli crvotočinu koja se pojavila koja bi ih odvela u drugu galaksiju gdje navodno postoji novo mjesto koje bi ljudu naselili .,1
Redatelj : Phillip Noyce,1
"Ne samo da je to složeno uobičajeno s puno preokreta i okreta , nego je to i putovanje identiteta i života .",2
"lasit ću , odmah na početku , da ovo nije tip filma za svakoga .",1
Datum izlaska : 04.10.2017 ( svjetska premijera ),1
"Žanr : Akcija , Avantura , SF",1
Zašto baš tako ?,1
"Od toga , međutim , tek su rijetki čuli do sada , pogotovo jer se nisu pojavili na njemačkom jeziku sve do danas .",1
Prateći ovo je fantastičan muzički komad koji dobro koristi segmente harfe i gudača kako bi show imao sanjiv i čudesan osjećaj .,2
Zemlja : SAD,1
Redatelj : David Yates,1
Godina 2014,1
Bilo je dobro da je finalna epizoda ove sezone fantastična i stvorio je intrigantan osjećaj za nastavak druge sezone .,2
"Ocjena na IMDb.com mu je solidnih 7,4 / 10 a na Tomatoesima solidnih 71% .",2
Fahrenheit 451 ( 2018 ),1
Redatelji i su-kreatori Jermaine Clement i Taika Waititi upravljaju sa oba projekta .,1
"S imenima poput Wattsa , Mel Gibson , Michelle Yeoh , Annabelle Wallis i Kena Jeonga u redu za glumački odjel filma , scenarij iz ovog filma osjeća se kao bacanje njegovog glumačkog talenta kad se mnogi likovi pojave s dijelom priče koja je daleko od impresioniranosti .",0
Većina nas voli gledati TV .,1
Ova sezona / serije dobro je primljena .,1
"Što je meni bio iznenađujuće za jedan , naizgled bezazlen obiteljski filmčić , koliko je ova stvar napeta i uzbudljiva , ali sve u zabavnom smislu , naravno , što mu daje još veću čar i ljepotu .",2
"Novi ‘ Ben Hur ’ je potpuno pao , i jedan je od većih , ako ne i najveći flop godine , sa dobrim razlogom .",0
Datum izlaska : Episode aired 23 February 2016,1
Ovaj je film bio vrlo zabavan film superjunaka .,2
Kada im pobjegnu Trolovi žive mirno i sretno 20 god .,2
"Da ne spominjem i druge simbioze , također su pokušavale tražiti domaćine kako bi preživjeli .",0
"Sluškinje ne moraju čitati , postavljati teška pitanja ili biti teške , ako ne žele biti progurane u Kolonije kako bi čistile toksični otpad dok ne umru .",1
Ženske herione u centru filma već godinama nisu nikakva rijetka pojava niti začuđujuća .,1
"Glavne uloge : Jack Black , Dylan Minnette , Odeya Rush",1
Potencijal koji bi dominirao na dodjelama nagrada u predstojećim mjesecima .,1
"Orkestrirali su najtraženiji kriminalci FBI-a , agent SVR-a , Michael Tall , koji mora pomoći u hvatanju .",1
"Onaj ko me barem malo prati , zna da nisam ljubitelj Marvel-ovih filmova niti ih smatram nešto naročito kvalitetnima .",0
"Dvadeset i dvije godine od dešavanja u prvom Jurskom Parku , novi i savremeni park je otvoren za turiste i biznis i sve teče po savršenom planu dok genetski kreirani dinosarus ne pobjegne iz svog skloništa i ne krene u ubilački pohod .",1
"Glavne ulogeRyan Reynolds , Morena Baccarin , Gina Carano",1
Ali odjednom u kasnijim epizodama osjetio sam da se tempo potpuno smanjio .,0
"Moji omiljeni trenutci zasigurno bi bilo vrijeme kada će vulkan izbijati , kao i završni trenutci koji su zaista bili nevjerovani i uzbudljivi .",2
Ocjena : 6 / 10,1
DonLP : mah rukom — mah nogom akcija u stilu JCVD-a,1
"Kao serija s toliko likova , bilo je lako zaboraviti dosta njih .",0
Ako ste u usporedbi s Alijenom koji je poprilično trajao prije nego sam ga uopće vidio .,1
"U međuvremenu Stone se bori sa svojom infekcijom , ali ne gubi nadu da će pronaći onoga ko je zaista ubio mladu Andreu , jer vjeruje u nevinost Naza i da je on žrtva predrasuda prema muslimanima .",0
"Kreatori : Darío Madrona , Carlos Montero",1
"Godinu dana kasnije Juno , Sarah , Beth , Sam i Rebecca kreću u zajedničku pustolovinu – istraživanje špilje Borhem .",1
"Za vrijeme ramazana , ono vrijeme dok postite i dok vam se ne da ništa raditi , kako bi ste protraćili što brže period do iftara , možete pogledati neki film ili seriju .",1
Nepotrebno .,0
Pobješnjeli Max : Divlja cesta ( 2015 ),1
"” Dawn of the Planet of the Apes ” je nevjerovatno ostvarenje , koje skoro u svakom pogledu ispunjava svoj zadatak ne ostavljajući prostora lošim stvarima i manama .",2
U međuvremenu ćemo se upoznati s nekim važnim likovima poput senatora i bivšeg agenta FBI-a Claire Haas i zamjenika ravnatelja FBI-a Clayton ( Mark Pellegrino – Supernatural and Lost TV series ) .,1
"Glavne uloge Glumci : Emilio Sakraya , Henriette Confurius , David Ali Rashed , Oliver Masucci , Melika Foroutan , Alain Blazevic",1
"Mislim , s ljudima koji više ili manje mogu varati smrt , mora dovesti do nekih zanimljivih pitanja .",1
"Glavne uloge : Keanu Reeves , Alice Eve , Thomas Middleditch , Emily Alyn Lind , John Ortiz , Emjay Anthony , Amber Townsend .",1
Jedan od razloga slabe zarade filma je vjerovatno zato što reditelji nisu imali sreće ni sa prošlim uratkom a i datum izlaska se stalno pomjerao pa je film zgrnuo samo preko 181 milion dolara na ogromni budžet od 176 miliona .,0
"( 1973 ) , ali za oprezni ton znanstvenog istraživanja , a ne šok efekta .",1
"Nije prekid dogovora , ali na kraju epizode 5 ovi trenuci pomalo nadmašuju njihovu dobrodošlicu .",1
Bio je to zaokret koji nismo vidjeli i to me još više zadivilo .,2
Captain America : Civil War ( 2016 ),1
"Film je zaradio preko 91 milion dolara na budžet od 50 miliona dolara , što je relativno slabo i odnosi se na ono što sam vas pitao u početku recenzije .",0
"Doista daje osjećaj ovom iscrpljujućem radu i igra se u realističan kut Unbelievable , pa to bez ikakvih napora uspijeva postići .",2
"Odnosno , dok ne shvati da se skrivao u zatočeništvu unutar arene u stilu Hunger Games koja odražava ekosustav njegovog doma .",1
"No , kako nisam veliki obožavatelj korištenja 3D naočala , nisam imao za cilj to vidjeti u kazalištu s takvim učinkom .",1
U ovom filmu Logan se brzine za život Xaviera .,1
Redatelj : Simon West,1
"Tandem nominalnih protagonista iz filma je dobio svoj ekvivalent u likovima Williama ( sjajni Jimmi Simpson ) kao čovjeka koji prvi put posjećuje park i osjeća vidnu nelagodu u usporedbi sa svojim mnogo iskusnijim prijateljem i budućim šurjakom Loganom ( Ben Barnes ) koji je mnogo opušteniji i ne osjeća nikakve komplekse kada se prepušta , često nasilnim , užicima koji su mu na raspolaganju .",1
"U pitanju je , naime , jedna predvidljiva priča – jedno neočekivano prijateljstvo između dinosaurusa i malenog dječaka koji zajedno pokušavaju preživiti prepreke i odvojenost od porodice , te sklapaju prijateljstva sa novim čudnim bićima a i sami njih dvojica stvaraju neraskidivu vezu .",2
"Nakon četverodnevne pauze , ponedjeljak večer se ubio za nešto novo , a pod ” novim ” podrazumijevamo sve što je izašlo u zadnja tri mjeseca pa na ovamo .",1
"Ostatak filma su loši kadrovi snimanja , dosada , glupi dijalozi , nikakvi performansi i klišee momenti , a zašto da sebi priuštite nešto tako ?",0
Datum izlaska : 12.07.2017 ( svjetska premijera ),1
Trajanje Serije : 01 : 00 : 00,1
"Ovih dana najavili su nastavak ovog filma iako je doživio fantastičan pad u očima svih , kritičara i publike i na kino blagajnama tako da je to jedna veoma veoma loša odluka jer sumnjam da će neko biti toliko radoznao da vidi koliko će nastavak biti loš .",0
"Najgori dreadlocksi još od Johna Travolte u Bojnom polju Zemlja , u ovom filmu nije ponudio ništa već je ostavio dojam da je samo došao pokupiti ček .",0
"Što se tiče borbenih scena , učinile su se prilično dobrim .",2
"Kada otac i sin nadoknade izgubljeno vrijeme i krenu na izvanrednu pustolovinu u šumi , Adam otkriva da je također nadaren natprirodnim moćima o kojima nije mogao ni sanjati .",2
"Ocjena na IMDb.com mu je 5,9 / 10 , a na Tomatoesima 40% .",1
Likovi su drugi problem jer im nedostaje razvoj .,0
Priča je postala vrlo zanimljiva kad je voditelj istrage izjavio Alexu da su ranije dobili savjet da je bombaški napad bio unutarnji posao koji je obavljao agent FBI-ja ( pripravnik ) iz Alexove klase .,1
Moj veliki problem s filmom je kako je slabo integriran Laurence Fishburne lik bio .,0
"Tek kad sam došao do epizode 7 , priča mi je postala zanimljivija jer se počela više usredotočivati na veliko otkrivanje slučajeva ubojstava i glavni razlog za njih .",2
Pronađite ih sve u ovom vrlo zanimljivom antiheroj akcijskom filmu .,1
Zvučni efekti definitivno su bili nevjerojatan dio ovog filma .,2
Jedan neobični neboder u kojem mnogi žele živjeti pretvara se u pakao kada životi stanara odjednom počnu da se isprepliću .,1
Ocjena : 6 / 10,1
Godina 2016,1
Datum izlaska : 26 .,1
"Kao glavni element je pametna nauka budućnosti , tu je i izmišljena priča , koja se bavi problemima koji se dogode pri pristupu i slijetanju na Mars i kasniji pokušaj za kolonizaciju planeta .",1
Svi članovi obitelji Locke morali su se na vlastiti način suočiti s gubitkom Rendela .,0
Da li se sve to isplati ?,1
"Pomalo jeftini trikovi , ali od Chappiea je očigledno napravljen , malte ne , pametni robot pas a ko ne voli pse koji znaju pričati i koji su osjetljivi i mogu plakati .",1
Datum izlaska : 21 December 2016 ( USA ),1
Godina 2015,1
Baš simpatično .,2
"Kao nadrealisti David Lynch ili Michel Gondry , koji se vole koristiti za usporedbe , neće biti ovdje .",1
"Uzimajući u obzir činjenicu da je Jim Halpert iz The Office na čelu , rekli bismo da su ga prikovali .",1
Zemlja : SAD,1
Nevjerovatno dobra kombinacija sentimentalnosti sa duhovitošću čini ovaj film izuzetnim i itekako preporučljivim .,2
"Eh sada , treći dio Kapetana Amerike koji je zapravo više treći dio Osvetnika , ali pravit ćemo se da nije , nova je dimenzija zabave , šarenila , besmislenosti i ludorija .",2
Pa što se dogodilo s ove 3 mlade vještice ?,1
Trajanje filma : 02 : 36 : 00,1
Ocjena : 2 / 10,1
Redatelj : Dave Green,1
"Film je započeo neko vrijeme nakon događaja Captain America : Civil War u kojem je T ’ Challa / Black Panther ( Chadwick Boseman – Message from the King , Marshall i sl . )",1
Mladić po imenu Gabriel ( Ashton Sanders – Equalizer 2 itd . ),1
Nekom je srećom naišla na žuti vrlo star Volkswagen Beetle i uspjela ga je pokrenuti .,2
"Za gotovo 2 sata filma , film uopće nije dosadio niti je požurivao .",2
"Preskočite i zaobiđite , ako ste zaista fan sedme umjetnosti , a ako ste desetogodišnjak , onda vam ovo mogu i oprostiti jer ćete se deset godina poslije , kao kroz maglu sjećati da ste nekad gledali i sra * a kao djeca .",0
"Eh , nekako je slično i sa ovim animiranim filmom koji očigledno odskače od većine , prije svega zbog načina na koji snimljen , ali i zbog tematike kojom se bavi .",2
Snow Globe Killer,1
U ovom dijelu moram reći da je Elizabeth Moss izvrsno odrađivala ulogu .,2
Tenet je fascinantan i uzbudljiv znanstveno-fantastični triler potkrijepljen Nolanovom velikom vizijom akcije i snažnim izvedbama glumačke ekipe .,2
Spielberg je stvorio zapanjujući svijet pun značajki pop kulture ili da uživate u svakom dobrom čudaku .,2
Trajanje filma : 02 : 10 : 00,1
Pronađite ih sve u ovom uzbudljivom filmu znanstvene fantastike .,2
BBC je ovaj projekt držao u strogoj trajnosti i kontrolirali su samo izlazak informacija u javnost .,1
"Većinom za mlađu raju i za ljubitelje same serije , ‘ Spongebob ’ i da je ispao loš , svejedno će imati svoju publiku kojima se dopada kad vide kako mala žuta spužva prevrće pljeskavice u dubinama mora .",1
"Priča je solidna ali daleko manje zanimljiva nego što je bilo prošlo rediteljovo ostvarenje , što je veliki korak unazad s obzirom da je zbog filma ” Dallas Buyers Club ” već stvorio armiju fanova i pratioca a ” Wild ” om će neke od njih otjerati od sebe .",0
A Callis je sjajna u ulozi .,2
Zašto je novi Ben-Hur tako loš ?,0
Godina 2014,1
"I da , netipično za američke filmove ( a ovo je btw britanski film ) Paul nije jedini obezglavljeni putnik u automobilu …",1
"Glavne uloge : Tilda Swinton , Jake Gyllenhaal , Lily Collins , Paul Dano , Devon Bostick , Steven Yeun , Giancarlo Esposito , Shirley Henderson , Daniel Henshall , Lynn Marocola , Woo-sik Choi , Bettina Skye , Milo Shandel , Myles Humphus , Kristoffe Brodeur",1
"Glavne uloge : Rose McIver , Malcolm Goodwin , Rahul Kohli",1
"Žao mi je što kažem , ali ovaj put zapravo nisam mogao uživati u priči , a također je imalo i previše nepotrebnih likova .",0
Ovoga puta umjesto toga pronađu ostatke mrtvog djeteta ispod Leonardovih podnih ploča .,0
"Pretjerivanje je jedno od odlika ljudi koji se nešto pitaju u Holivudu i u svijetu šou-biznisa u Americi , a i u svijetu .",1
Godina 2017,1
"Žanr : Action , Comedy , Sci-Fi",1
"Ova dva linka su najveća prijetnja za Elliot i ostatak fsociety tijekom cijele sezone , dva nova igraća u haker revoluciji koji su predstavili radikalne , ( ako nije malo čudno ) perspektive na seriju .",1
"Iako mislim da bi bilo još i više da je bilo više sukoba s normalnim ljudima , a ne samo s vješticama .",1
Alien : Savez ( 2017 ),1
"Dakle , ako vas zanima ova zadnja prilagodba s gore navedenim stilom pripovijedanja , možda će vam se ovo svidjeti , posebno ako vam se sviđa što kritičari kažu jer ovaj film ima dobru kritičku ocjenu .",1
"Posebni efekti su zapravo bili prilično nevjerojatni za TV seriju , ali mislim da make up efekti nisu stvarno dobri .",1
"Bez obzira što je film drama više nego bilo koji žanr i bez obzira što neodoljivo podsjeća na odlične filmove iz prošlih godina , ‘ Predestination ’ je opet zabavan , pametan i gledljiv film koji će se većini gledatelja uvući pod kožu zbog dobro odabrane tematike koju je pak tako dobro obradio .",2
Ova serija / sezona dobro je prihvaćena .,2
Međutim mislim da je bilo vrlo teško primijetiti to ako niste svjesni da biste ga trebali gledati ili ako ste pročitali pricće o Davidu Halleru .,1
"Sve je to donijelo zadovoljstvo i nostalgičan osjećaj ( osobito zbog pjesama Duran Duran , A-Ha , Tears for Fears i još mnogo toga ) .",2
"Na kraju , međutim , čini se da Cahill nije u potpunosti razumio što se događa i ta je dvosmislenost prikazana u zbrkanoj poruci koju Bliss ne može baš shvatiti .",0
Dame i gospodo … “ Peaky Blinders ” sezona 4 .,1
"Za djecu kao gledaoce je potrebno da ispunjavaju dvije osnovne pretpostavke – da im ne bi smetalo da vide kako pas umire , i da oni razumiju princip reinkarnacije i duše .",2
Olivia “ Liv ” Moore ( Rose McIver – A Christmas Prince i sl . ),1
Kasnije će se otkriti da je Kyle imao mračnu i brutalnu prošlost koja uključuje njegovu bivšu suprugu Allison ( Kate Lyn Sheil ) i njegovo dijete Amber što ga je učinilo jadnim .,0
"Ukoliko već pratite franšizu ” The Hunger Games ” i njen ste fan , ili eventualno ‘ Divergent ’ , mada sumnjam , onda ne morate ni ovaj film .",1
Godina 2017,1
Jedinim ljudima koji su ju zapravo voljeli .,1
"Iako njihovo vrijeme na ekranu nije bilo toliko , još uvijek su mogli pružiti smijeh za nas publiku .",2
"Za fanove Keanu Reevesa , to je prilika da ga vidite u nekoj drugoj ulozi , osim akcije .",2
Redatelj : Ruben Fleischer,1
"Uopšteno gledano , to je još uvijek bila vrlo zabavna vožnja i definitivno vrijedan zaključak ove trilogije .",2
"Kad kažem ozbiljnijih , mislim na projekte koji su daleko zreliji i normalniji u smislu da su snimani za stariju publiku i tako i izgledaju , takvi su im likovi i dijalozi i sav film je takav .",1
Lipanj 2016 .,1
Nije iznenađujuće što Boss Level tada može predstaviti niz akcijskih scena s maksimalnim intenzitetom .,1
"Serija je klasificirana za kategoriju 21 + u Disneyu + , što je bilo pomalo iznenađujuće s obzirom na to da je malo bilo scena za vođenje ljubavi , koje su na drugim platformama vjerojatno kategorizirane samo za osobe starije od 18 godina .",1
"Producent : Billy Ray , Darren Lemke , David Benioff , Darren Lemke , Andrew Niccol .",1
Datum izlaska : 17 .,1
"I onda možete očekivati neke velike predstave od ljudi kao Kim Coates , Samuel Marty , Tantoo Cardinal , Sam Waterston , Christiane Seidel , Erik LaRay Harvey , Jessica Sula i još mnogo toga .",1
Jedan od takvih bili su Origines koji su živjeli sami odvojeni od ostatka svijeta .,1
Prošli je zaradio 449 miliona na nešto manji budžet od 150 miliona američkih dolara .,1
Ocjena : 4 / 10,1
"Ovaj sam pogledao još prije dva dana , ali tek dana stižem napisati recenziju .",1
Pojedinosti krajolika učinile su se predivno poput prizora u onome što mislim da su pustinje Lav Vegasa i gradski krajolik ( koji je očito bio mnogo bolji od učinaka prethodnika ) .,2
"Ali , u osnovi stvari su samo najbolji poetski film Wesa Andersona The Life Aquatic 2004 - čak i ako je poznato , o poznatom Cousteau u svakom slučaju .",1
"Ekipa Plaćenika se ponovo ujedinjuje kako bi srušili novog zlikovca , suosnivača ‘ Plaćenika ’ , Conrada Stonebanksa koji se zamjerio svima .",1
Nažalost .,0
Ono što je još jedna stvar koja itekako zapada za oko jesu nimalo dopadljivi likovi zbog kojih ćete još više stvoriti odbojni stav prema filmu i teško da ćete ikako stvoriti neke simpatije .,0
Trajanje filma : 01 : 33 : 00,1
"Međutim , najzanimljiviji aspekt uključuje Jia i njezino nadobudno prijateljstvo s King Kongom , koji joj vjeruje više nego bilo kome drugom .",2
Srbija 09.11.2017 .,1
Redatelj : Francis Lawrence,1
Volim glavnog vodiča Seg-El koji je bio šarmantan i simpatičan lik .,2
"Priča je također osjetila vrlo veliku vezu s osobito Daredevilom , što je učinilo još više uzbudljivijim .",2
Sama radnja filma .,1
"Film je dvosmislen , iako ne na dobar način , i zbunjujući s obzirom na vlastiti osjećaj za pravila i stvarnost .",0
Ono što me zaista oduševilo u ovom filmu su nevjerojatni posebni efekti koji su vratili toliko sjećanja na Terminator 2 : Sudnji dan 1991 . godine .,2
Je li se isplatilo čekati ?,1
"Pored njegovih pjesama , u filmu će se pojaviti i niz pop hitova , kao što su Take On Me , Jump ili Stayin ‘ Alive , itd . , Što će dodati pravom raspoloženju .",2
"To je bilo neuobičajeno , glas muka objašnjava , zbog činjenice da nijedna od tih žena nije bila trudna kad je prvi dan počeo .",0
"” Kung Fu Panda ” kao franšiza , počela je davne 2008 .",1
Žanr : Krimi | Mistarija | Drama | Recenzije Serija,1
"Ocjena na IMDb.com mu je zavidnih 7,6 / 10 a na Tomatoesima izvrsnih 86% .",2
Mješavinu The Champ ( film iz 1979 .,1
"Gledanje ovog filma u velikom studiju sa zvučnim sistemom Dolby Atmos bilo je vrlo zadovoljavajuće , jer se teror osjetio više s velikom ajkulom na ekranu .",2
"Kad je posao propao , DC ga je ponovno učvrstio i iskoristit će ga kao mjesto odskoka za njihov prošireni svemir .",1
"No , doista se osjećalo kako se film previše usredotočio na komični dio .",0
"Muziku za “ Altered Carbon ” sastavio je Jeff Russo , čovjek koji je također radio muziku za “ Fargo ” i “ Legion ” ( dvije izvrsne emisije ) .",2
"Svaka epizoda druge sezone je moćna , inteligentna , a ne nešto što svaka serija može postići .",2
Problem dolazi kada izvrsni direktor E Corp počinje davati james-bodnu negativca kako on ima moc boga u ovom svijetu .,0
"Gardner je možda bio momak koji živi u New Yorku , koji ide na put s djevojkom u koju je zaljubljen .",1
"Stilski je film jako drzak i smio , razlikuje se po mnogočemu od onoga što smo navikli , a ono što nam želi reći jako je poučno ali i fino upakovano , međutim i Tarantino je smio i drzak , a isto tako i Alejandro Innaritu i njihovi filmovi su uspješni , oni znaju da ih učine zanimljivim i da to upakuju u proizvod kojem rijetko ko može odoljeti .",2
Zašto film nije originalan ?,1
Isključivo za mlađu ekipu .,1
"Zato je , kada je najavljen Despicable Me 3 mnogi njegovi obožavatelji nadali su se da bi mogao biti dovoljno dobar da ih zadovolji .",2
"Deset godina nakon pandemije koja je pogodila San Francisko , majmuni koji su preživjeli i ostali u šumama daleko od ljudi , sada se prinuđeni boriti se za svoj opstanak .",0
"I dok se Hodgeu ponekad čini kao da je polupao , Hodge uglavnom dobro radi u ulozi .",2
Trajanje filma : 01 : 00 : 00,1
Tko bi nas mogao bolje voditi od Nicholasa Cagea ?,2
Bilo je prilično dosljedno što me je zaintrigiralo barem do epizode 4 ili 5 .,1
Trailer Serije :,1
"Mračan , hrđavi mehanički svijet oživljava pred našim očima i djeluje opipljivo realno .",1
") , T ’ Challa je pokušao uhvatiti Klaue koji je očito imao i povijest sa Wakandom .",1
"Manny , Diego i Sid , zajedno sa jednookom lasicom Buckom , moraju pronaći razlog zašto meteor udara uvijek na isto mjesto , inače će ih zbrisati sa planete Zemlje .",1
"Ocjena na IMDb.com mu je 8,4 / 10 , što ga smješta na 95 . mjesto IMDb top 250 liste .",1
U kinima od : 05.01.2017 .,1
"Moje osobno mišljenje , djeca uključena u početku bila su distrakcija ( uključujući Izabella ) , a neke od Autorobota & Deceptions manje uloge nisu bile zanimljive .",0
Film je zaradio više od 157 miliona dolara na budžet od samo 50 miliona .,1
"Onda imamo Jamesa Purefoya kao Laurensa Bancrofta , vrlo bogatog biznismena čije ubojstvo Kovacs mora riješiti .",1
IMDB Ocjena Serije : 8.0 / 10,1
To znači da dobiva “ pečat odobrenja ! ” .,2
Nadamo se da će serija uzrokovati dovoljno uzbuđenja kako bi ponovno pokrenula pozive za još jedan film Rockeetera .,2
Tretmani ne funkcionišu kako se očekuje .,0
Grupa tinejdžera u kući jednog od njih pronalazi planove za igradnju vremeplova .,1
Studeni 2015 .,1
"Ipak , ne želim ispasti kontradiktoran , ali mislim da će djeca i oni mnogo mlađi od mene biti očarani filmom i da će se možda i zabaviti , posebno ako ga budu gledali u kinu .",2
Trajanje filma : 02 : 23 : 00,1
") , desna ruka bogatog Sir Lockwood ( James Cromwell – Babe , The Green Mile itd . )",1
Titlovan Trailer :,1
"Nakon istraživačke misije , posada svemirskog broda ostavlja Marka Watneya samog na Marsu misleći da je umro nakon oluje koja je pogodila prostor na kojem su istraživali .",0
"Od toga dobivamo super heroj plot ispunjen twistovima , okreta i drame , i rekao bih da je prilično ugodna parcela .",2
"Žanr : Crime , Drama , Biografski",1
Ono što mi se svidjelo u seriji bilo je otkrivanje čarobnih ključeva i uzbuđenje koje je donosilo kad se prikazala funkcija ključeva .,2
Ova serija / sezona dobro je primljena .,1
Sve odgovore pronađite u ovom jedinstvenom znanstvenom filmu .,2
Trajanje filma : 02 : 13 : 00,1
"Glavne uloge : Guillermo Romero , Dani Rovira , José Mota",1
"Hopkinsov je nastup , pak , u velikoj mjeri zasjenjen Jeffreyjem Wrightom koji je izvrstan u ulozi Fordovog prijatelja i dugogodišnjeg suradnika Bernarda Lowea , čiji je radoholičarski životni stil posljedica osobne tragedije .",2
"Mnogi smatraju da je ovaj drugi dio prožao nezapaženo i ostao potcjenjen , ali ako se snimi još jedan nastavak , mislim da će ovo biti najbolja animirana trilogija ikada .",2
"Ocjena na IMDb.com mu je niskih 5,6 / 10 a na Tomatoesima tek 17% .",0
Filmske Recenzije,1
"Sve u svemu , ako tražite novu policijsku proceduralnu dramsku seriju , s glavnim likom koji je bio prilično šarmantan , u partnerstvu s mladim detektivom za ubojstva žena , ali bez glavnog golemog luka koji bi se riješio u višestrukim godišnjim dobima , onda biste sigurno mogli dati ovo probati .",1
"Sa svojim partnerom Charlieom ( Colm Feore – Jack Ryan : Shadow Recruit , House of Cards TV series i sl .",1
A svake godine iskrsnu bar dva animirana filma koja opčine publiku .,1
Rickova supruga Abi je sve više zabrinuta zbog onoga što se događa dok promatra promjene u Ricku i ostalim muškarcima i ženama u programu .,0
Ocjena : 5.5 / 10,1
Trajanje filma : 01 : 00 : 00,1
"Glavne uloge Glumci : Harriet Dyer , Justin Cornwell , Cindy Luna",1
"Sveukupno , ovo je bila vrlo zanimljiva serija .",2
pronašao je ostatke ženskog kiborga i odlučio ga vratiti u život .,2
"Glavne uloge : Tom Hardy , Michelle Williams , Woody Harrelson , Tom Holland , Jenny Slate , Riz Ahmed , Scott Haze , Marcella Bragio .",1
Godina : 2017,1
"Unatoč negodovanju Sophie i Jamie , oni su i dalje prolazili kroz eksperiment i dobili pomoć od sjajnog studenta po imenu Ray ( Diego Luna – Rogue One : Stara ratova , Elysium itd . )",1
Vjerujem da će ovo biti zadnji film prije pauze koju definitivno trebam uzeti jer me čeka brdo obaveza i dešavanja .,1
Trailer Serije :,1
Zaradom je premašio sva očekivanja jer je zaradio više od 572 miliona dolara na budžet od 108 .,2
Nadam se da ćete i ove sezone uživati .,2
"Žanr : Avantura , Drama , Misterija , Romantika , Triler",1
"Glavne uloge : Ellen Page , Tom Hopper , David Castañeda",1
Samo sam mislio da to na brzinu spomenem .,1
"Kako je išao film on je postajao sve teži i složeniji posebno s izazovima s kojima se Peter suočio sa željom da ga ozbiljno shvati Tony Stark , kao i njegovom dilemom između srednjoškolskog obrazovanja i života superheroja .",1
IMDB Ocjena Filma : 3.9 / 10,1
Ocjena : 6 / 10,1
"‘ Jastog ’ je vrlo čudan , ali je ‘ Jastog ’ isto tako brutalno realan i iskren i kao takav je rijetka pojava koju treba popratiti .",1
Trajanje Epizode : 01 : 00 : 00,1
Srpanj 2016 .,1
Post-apokaliptičnom svijetu za Ameriku vise od post-apokaliptičnog svijeta za mutante koja nisu izumiruća vrsta .,1
Godina : 2017,1
"U svakom slučaju , samo ću nastaviti s pričom .",1
"Ima previše onih ‘ cheesy ’ dijaloga koji se mogu oprostiti samo filmovima tipa ’ 50 nijansi sive ” , suviše se razvukao pa gubi na intezitetu s akcijom i napetošću , a pretjerivanje mu nije nimalo strana stvar .",0
"Imao sam velika očekivanja za HBO Fahrenheit 451 zbog resursa mreže i glumaca , a posebno uloge .",2
Kreatori Bruno Heller,1
"Već je potvrđeni i treći dio , samo što ne razumijem šta nam žele još ispričati .",0
Zemlja : Spain,1
"Ubrzo , njihov odnos počinje ličiti kao odnos između oca i sina i njih dvojica postaju pravi avanturisti i putujući kroz vrijeme , shvataju važnost i ljepotu sadašnjosti .",2
"Ovdje Calvinu znamo prve korake , ili pokrete bičevima pod mikroskopom .",1
Ovo je priča o superheroju .,1
"Dobro su koreografirane , a vi dobivate jasan smisao onoga što se događa u svakoj akcijskoj sceni .",2
Trajanje filma : 02 : 01 : 00,1
"Ali , da se suočimo s tim , svi su ovdje zbog licenciranih pjesama koje se koriste u celom svetu .",1
"Film na IMDb.com ima solidnih 6,6 / 10 a na Tomatoesima , takođe solidnih 66% .",1
"Kanio sam se dugo , još dok sam bio u Bosni , ovaj film pogledati u kinu , u 3D-u , da doživljaj bude još veći , ali nisam stigao , nažalost ( zato ću se nagraditi The Walk-om IMAx-u ovdje ) pa sam se obradovao kad sam vidio da se film pojavio online jer je bio na listi najočekivanijih , barem za mene .",1
Godina 2015,1
Priča o REPLIKama zaživjela je s idejom koju su Chad St . John i njegov producentski partner Stephen Hamel podijelili s Keanuom Reevesom .,1
"U međuvremenu , John Boyega je vise ili manje izgubljen u ulozi koja se osjeća kao da je uglavnom izrezana iz gotovih verzija , dok se Ellar Coltrane pojavljuje u vrlo čudnom režimu scene , gdje on govori dugo-shot prema Watson , a čini mi se kao da su im svi dijalozi napisani ponovo drugom rukom .",0
Morat će te mi vjerovati kad vam kažem da ovakvu animiranu morsku površinu u animiranim filmovima još niste vidjeli !,2
Ovo je ugodan film ako ste ljubitelji Shyamalanovih djela i psihološkog trilera .,2
Priča ( SPOILER ) : Godine 2048 .,1
"Reditelj filma je Matt Reeves , koji je nakad ’ 96 snimio romantičnu komediju ‘ The Pallbearer ” , a onda od 2008 . nastavio sa dobrim fimom , tj . sa ‘ Cloverfieldom ’ , zatim 2010 . sa odličnim remakeom ” Let me In ” .",1
"Glavne uloge : Teo Halm , Astro , Reese Hartwig",1
